sale_id,product_id,customer_id,timestamp,quantity,price_x,revenue,_revenue,location,gender,signup_date,name,category,supplier,price_y
2793,19,190,2022-10-23,4,44986,179944,179944,Enugu,Male,2021-08-20,Product_19,Electronics,Supplier C,44986
2794,86,83,2023-04-10,4,28587,114348,114348,Ibadan,Male,2021-10-23,Product_86,Fashion,Supplier C,28587
2795,69,384,2023-06-25,1,24150,24150,24150,Abuja,Male,2020-12-07,Product_69,Fashion,Supplier C,24150
2796,66,434,2022-01-11,3,13525,40575,40575,Port Harcourt,Male,2020-06-20,Product_66,Fashion,Supplier D,13525
2797,94,170,2022-09-11,1,32696,32696,32696,Ibadan,Male,2022-10-03,Product_94,Electronics,Supplier C,32696
2798,47,413,2022-10-15,4,21695,86780,86780,Abuja,Female,2021-10-25,Product_47,Home,Supplier B,21695
2799,39,167,2023-10-30,2,9577,19154,19154,Enugu,Male,2022-09-19,Product_39,Fashion,Supplier A,9577
2800,68,188,2021-07-15,2,14788,29576,29576,Lagos,Female,2020-10-15,Product_68,Electronics,Supplier A,14788
2801,33,169,2023-03-18,4,18771,75084,75084,Ibadan,Male,2020-05-24,Product_33,Electronics,Supplier D,18771
2802,13,289,2023-06-12,2,37811,75622,75622,Kano,Male,2021-10-31,Product_13,Toys,Supplier A,37811
2803,84,467,2023-12-21,1,44913,44913,44913,Lagos,Male,2021-12-27,Product_84,Home,Supplier A,44913
2804,54,229,2023-07-26,3,22010,66030,66030,Ibadan,Male,2020-05-06,Product_54,Home,Supplier A,22010
2805,7,467,2023-04-27,1,10382,10382,10382,Lagos,Male,2021-12-27,Product_7,Groceries,Supplier A,10382
2806,79,97,2023-03-29,4,47266,189064,189064,Ibadan,Male,2022-07-08,Product_79,Fashion,Supplier C,47266
2807,87,367,2022-07-18,1,32847,32847,32847,Kano,Female,2021-05-08,Product_87,Toys,Supplier C,32847
2808,14,16,2022-09-26,2,32075,64150,64150,Ibadan,Male,2020-08-20,Product_14,Electronics,Supplier C,32075
2809,87,279,2022-11-10,1,32847,32847,32847,Lagos,Female,2021-04-20,Product_87,Toys,Supplier C,32847
2810,19,135,2023-10-15,3,44986,134958,134958,Lagos,Female,2020-11-16,Product_19,Electronics,Supplier C,44986
2811,54,26,2021-01-08,2,22010,44020,44020,Port Harcourt,Female,2022-12-15,Product_54,Home,Supplier A,22010
2812,93,352,2023-12-05,3,34950,104850,104850,Ibadan,Female,2022-06-23,Product_93,Groceries,Supplier B,34950
2813,20,12,2021-12-10,3,29757,89271,89271,Kano,Female,2021-11-12,Product_20,Home,Supplier B,29757
2814,29,72,2023-03-07,3,5584,16752,16752,Enugu,Female,2020-08-15,Product_29,Electronics,Supplier B,5584
2815,24,133,2023-11-17,1,1935,1935,1935,Enugu,Male,2022-06-16,Product_24,Fashion,Supplier B,1935
2816,82,106,2023-04-29,1,12222,12222,12222,Ibadan,Male,2022-08-04,Product_82,Home,Supplier A,12222
2817,63,220,2021-03-03,1,45069,45069,45069,Ibadan,Male,2022-08-15,Product_63,Home,Supplier A,45069
2818,74,373,2023-12-22,1,42346,42346,42346,Lagos,Female,2022-03-15,Product_74,Toys,Supplier D,42346
2819,57,453,2022-02-26,2,32098,64196,64196,Kano,Male,2020-02-16,Product_57,Toys,Supplier B,32098
2820,8,177,2022-09-25,1,1636,1636,1636,Ibadan,Female,2021-01-25,Product_8,Books,Supplier C,1636
2821,90,282,2023-03-03,2,16835,33670,33670,Port Harcourt,Male,2020-11-22,Product_90,Home,Supplier D,16835
2822,62,133,2022-07-05,3,31178,93534,93534,Enugu,Male,2022-06-16,Product_62,Fashion,Supplier D,31178
2823,29,22,2022-08-29,2,5584,11168,11168,Lagos,Male,2020-09-05,Product_29,Electronics,Supplier B,5584
2824,74,463,2022-06-09,4,42346,169384,169384,Port Harcourt,Male,2020-05-16,Product_74,Toys,Supplier D,42346
2825,17,269,2023-06-18,1,11206,11206,11206,Enugu,Male,2022-09-29,Product_17,Electronics,Supplier A,11206
2826,66,412,2021-06-12,4,13525,54100,54100,Ibadan,Female,2021-09-14,Product_66,Fashion,Supplier D,13525
2827,6,161,2023-02-26,2,30720,61440,61440,Abuja,Male,2021-09-07,Product_6,Toys,Supplier A,30720
2828,58,107,2023-06-29,1,47682,47682,47682,Kano,Female,2021-07-27,Product_58,Groceries,Supplier D,47682
2829,69,279,2023-09-09,4,24150,96600,96600,Lagos,Female,2021-04-20,Product_69,Fashion,Supplier C,24150
2830,28,353,2022-01-14,1,27160,27160,27160,Ibadan,Female,2022-12-12,Product_28,Groceries,Supplier D,27160
2831,62,235,2021-06-22,2,31178,62356,62356,Lagos,Female,2022-02-17,Product_62,Fashion,Supplier D,31178
2832,41,18,2023-09-27,4,11883,47532,47532,Enugu,Female,2020-12-11,Product_41,Groceries,Supplier D,11883
2833,69,242,2021-03-05,2,24150,48300,48300,Kano,Male,2021-01-05,Product_69,Fashion,Supplier C,24150
2834,82,117,2023-09-02,4,12222,48888,48888,Lagos,Male,2021-06-15,Product_82,Home,Supplier A,12222
2835,90,286,2021-03-07,3,16835,50505,50505,Lagos,Male,2022-08-09,Product_90,Home,Supplier D,16835
2836,84,282,2022-04-03,3,44913,134739,134739,Port Harcourt,Male,2020-11-22,Product_84,Home,Supplier A,44913
2837,41,144,2022-03-29,3,11883,35649,35649,Port Harcourt,Female,2021-08-10,Product_41,Groceries,Supplier D,11883
2838,49,205,2023-09-06,3,25838,77514,77514,Lagos,Female,2022-01-24,Product_49,Groceries,Supplier D,25838
2839,91,39,2021-06-27,3,29102,87306,87306,Ibadan,Female,2020-02-25,Product_91,Toys,Supplier C,29102
2840,49,417,2021-10-07,2,25838,51676,51676,Lagos,Male,2022-01-20,Product_49,Groceries,Supplier D,25838
2841,76,154,2021-12-10,3,10896,32688,32688,Port Harcourt,Male,2021-07-27,Product_76,Electronics,Supplier C,10896
2842,71,176,2023-11-07,2,32732,65464,65464,Abuja,Male,2021-08-01,Product_71,Toys,Supplier A,32732
2843,3,449,2021-10-23,3,33562,100686,100686,Abuja,Female,2022-09-02,Product_3,Toys,Supplier C,33562
2844,10,241,2021-07-21,1,32466,32466,32466,Enugu,Male,2021-07-20,Product_10,Books,Supplier B,32466
2845,98,422,2023-08-20,3,45423,136269,136269,Abuja,Female,2020-06-02,Product_98,Groceries,Supplier B,45423
2846,89,386,2022-11-15,1,39714,39714,39714,Abuja,Male,2021-10-07,Product_89,Home,Supplier B,39714
2847,35,369,2022-01-10,2,7991,15982,15982,Lagos,Male,2021-10-27,Product_35,Electronics,Supplier A,7991
2848,80,134,2021-02-04,3,13761,41283,41283,Kano,Male,2020-01-13,Product_80,Electronics,Supplier A,13761
2849,2,46,2021-01-29,4,26623,106492,106492,Lagos,Female,2021-10-27,Product_2,Groceries,Supplier D,26623
2850,24,50,2023-02-14,2,1935,3870,3870,Ibadan,Female,2022-10-27,Product_24,Fashion,Supplier B,1935
2851,74,166,2021-08-09,3,42346,127038,127038,Port Harcourt,Female,2020-05-22,Product_74,Toys,Supplier D,42346
2852,38,106,2021-02-22,2,8573,17146,17146,Ibadan,Male,2022-08-04,Product_38,Home,Supplier A,8573
2853,22,216,2023-03-02,4,42707,170828,170828,Kano,Male,2020-12-28,Product_22,Toys,Supplier D,42707
2854,26,146,2021-03-17,3,35650,106950,106950,Lagos,Female,2022-07-06,Product_26,Fashion,Supplier C,35650
2855,43,411,2022-05-09,4,2853,11412,11412,Kano,Female,2020-02-24,Product_43,Home,Supplier D,2853
2856,55,425,2021-04-27,3,44564,133692,133692,Lagos,Female,2020-10-22,Product_55,Books,Supplier A,44564
2857,39,72,2021-10-07,1,9577,9577,9577,Enugu,Female,2020-08-15,Product_39,Fashion,Supplier A,9577
2858,91,476,2023-01-16,2,29102,58204,58204,Port Harcourt,Female,2021-09-11,Product_91,Toys,Supplier C,29102
2859,29,330,2023-08-07,4,5584,22336,22336,Enugu,Male,2022-01-04,Product_29,Electronics,Supplier B,5584
2860,20,273,2023-02-03,2,29757,59514,59514,Abuja,Female,2022-12-08,Product_20,Home,Supplier B,29757
2861,91,247,2021-10-22,4,29102,116408,116408,Enugu,Male,2020-11-08,Product_91,Toys,Supplier C,29102
2862,41,446,2023-10-15,2,11883,23766,23766,Port Harcourt,Female,2020-12-04,Product_41,Groceries,Supplier D,11883
2863,54,413,2023-11-11,2,22010,44020,44020,Abuja,Female,2021-10-25,Product_54,Home,Supplier A,22010
2864,20,186,2023-04-22,2,29757,59514,59514,Ibadan,Female,2022-09-23,Product_20,Home,Supplier B,29757
2865,19,70,2023-11-26,1,44986,44986,44986,Enugu,Female,2020-04-18,Product_19,Electronics,Supplier C,44986
2866,84,462,2022-05-12,3,44913,134739,134739,Ibadan,Female,2021-09-20,Product_84,Home,Supplier A,44913
2867,99,150,2021-07-25,1,20482,20482,20482,Enugu,Female,2021-12-25,Product_99,Fashion,Supplier B,20482
2868,66,246,2022-03-02,2,13525,27050,27050,Kano,Male,2020-07-20,Product_66,Fashion,Supplier D,13525
2869,30,262,2021-02-13,4,17161,68644,68644,Abuja,Male,2022-02-01,Product_30,Electronics,Supplier B,17161
2870,53,26,2022-08-28,2,27583,55166,55166,Port Harcourt,Female,2022-12-15,Product_53,Books,Supplier C,27583
2871,34,423,2022-03-30,3,46039,138117,138117,Abuja,Male,2020-03-13,Product_34,Electronics,Supplier D,46039
2872,22,140,2022-08-18,1,42707,42707,42707,Lagos,Male,2020-11-13,Product_22,Toys,Supplier D,42707
2873,67,99,2022-05-22,3,36624,109872,109872,Lagos,Female,2021-04-12,Product_67,Electronics,Supplier A,36624
2874,6,398,2023-03-05,4,30720,122880,122880,Abuja,Male,2020-05-09,Product_6,Toys,Supplier A,30720
2875,79,278,2021-01-21,3,47266,141798,141798,Abuja,Male,2020-12-07,Product_79,Fashion,Supplier C,47266
2876,27,51,2022-09-12,1,26321,26321,26321,Enugu,Female,2022-10-23,Product_27,Toys,Supplier A,26321
2877,10,151,2022-02-18,4,32466,129864,129864,Port Harcourt,Male,2020-01-05,Product_10,Books,Supplier B,32466
2878,73,432,2023-12-31,3,3842,11526,11526,Port Harcourt,Male,2020-05-10,Product_73,Groceries,Supplier B,3842
2879,97,455,2021-12-03,1,13357,13357,13357,Abuja,Female,2022-11-05,Product_97,Toys,Supplier D,13357
2880,96,104,2023-06-29,1,7924,7924,7924,Lagos,Female,2022-05-30,Product_96,Books,Supplier B,7924
2881,48,434,2021-10-03,2,12439,24878,24878,Port Harcourt,Male,2020-06-20,Product_48,Toys,Supplier C,12439
2882,70,89,2023-06-11,3,7040,21120,21120,Port Harcourt,Male,2022-04-02,Product_70,Home,Supplier A,7040
2883,59,141,2021-01-13,4,28070,112280,112280,Abuja,Female,2020-08-23,Product_59,Home,Supplier C,28070
2884,100,213,2023-10-24,2,11925,23850,23850,Port Harcourt,Female,2022-03-25,Product_100,Home,Supplier A,11925
2885,59,233,2023-09-05,3,28070,84210,84210,Kano,Female,2020-02-20,Product_59,Home,Supplier C,28070
2886,2,394,2023-09-01,3,26623,79869,79869,Port Harcourt,Male,2022-07-10,Product_2,Groceries,Supplier D,26623
2887,29,183,2021-06-24,4,5584,22336,22336,Kano,Male,2020-06-05,Product_29,Electronics,Supplier B,5584
2888,68,251,2021-08-29,2,14788,29576,29576,Ibadan,Female,2020-08-31,Product_68,Electronics,Supplier A,14788
2889,65,9,2022-07-01,2,26529,53058,53058,Kano,Male,2022-12-10,Product_65,Electronics,Supplier C,26529
2890,83,79,2021-01-14,4,22542,90168,90168,Ibadan,Male,2021-09-04,Product_83,Fashion,Supplier B,22542
2891,26,52,2022-12-26,2,35650,71300,71300,Abuja,Male,2022-07-07,Product_26,Fashion,Supplier C,35650
2892,89,386,2021-01-03,1,39714,39714,39714,Abuja,Male,2021-10-07,Product_89,Home,Supplier B,39714
2893,10,409,2022-11-22,4,32466,129864,129864,Enugu,Female,2022-01-13,Product_10,Books,Supplier B,32466
2894,53,269,2023-01-17,3,27583,82749,82749,Enugu,Male,2022-09-29,Product_53,Books,Supplier C,27583
2895,79,226,2023-02-08,4,47266,189064,189064,Enugu,Female,2020-12-21,Product_79,Fashion,Supplier C,47266
2896,59,51,2023-05-22,1,28070,28070,28070,Enugu,Female,2022-10-23,Product_59,Home,Supplier C,28070
2897,22,186,2022-05-10,4,42707,170828,170828,Ibadan,Female,2022-09-23,Product_22,Toys,Supplier D,42707
2898,51,34,2022-02-21,3,21927,65781,65781,Ibadan,Female,2020-01-08,Product_51,Electronics,Supplier B,21927
2899,48,291,2022-09-20,3,12439,37317,37317,Enugu,Female,2021-03-04,Product_48,Toys,Supplier C,12439
2900,21,230,2023-12-12,4,22236,88944,88944,Abuja,Female,2022-10-05,Product_21,Groceries,Supplier D,22236
2901,22,131,2023-10-18,4,42707,170828,170828,Kano,Female,2020-09-17,Product_22,Toys,Supplier D,42707
2902,100,490,2021-05-22,1,11925,11925,11925,Lagos,Male,2020-01-16,Product_100,Home,Supplier A,11925
2903,98,120,2021-02-15,1,45423,45423,45423,Ibadan,Male,2021-07-12,Product_98,Groceries,Supplier B,45423
2904,30,443,2023-04-24,3,17161,51483,51483,Enugu,Female,2020-11-25,Product_30,Electronics,Supplier B,17161
2905,25,326,2023-10-06,2,33839,67678,67678,Kano,Female,2020-06-13,Product_25,Books,Supplier D,33839
2906,28,247,2021-01-10,2,27160,54320,54320,Enugu,Male,2020-11-08,Product_28,Groceries,Supplier D,27160
2907,65,432,2022-10-26,2,26529,53058,53058,Port Harcourt,Male,2020-05-10,Product_65,Electronics,Supplier C,26529
2908,45,192,2022-07-27,2,38067,76134,76134,Lagos,Male,2022-05-14,Product_45,Toys,Supplier A,38067
2909,68,497,2022-10-11,3,14788,44364,44364,Abuja,Female,2020-09-07,Product_68,Electronics,Supplier A,14788
2910,7,403,2023-07-02,2,10382,20764,20764,Lagos,Male,2020-01-29,Product_7,Groceries,Supplier A,10382
2911,49,323,2022-10-02,2,25838,51676,51676,Lagos,Female,2022-03-24,Product_49,Groceries,Supplier D,25838
2912,9,210,2022-09-08,4,35332,141328,141328,Abuja,Male,2021-07-03,Product_9,Electronics,Supplier A,35332
2913,36,103,2022-11-29,2,47795,95590,95590,Lagos,Male,2020-04-27,Product_36,Books,Supplier D,47795
2914,83,329,2023-06-28,4,22542,90168,90168,Enugu,Female,2022-06-28,Product_83,Fashion,Supplier B,22542
2915,1,372,2021-06-27,3,27088,81264,81264,Port Harcourt,Male,2021-09-01,Product_1,Books,Supplier A,27088
2916,10,460,2023-05-19,4,32466,129864,129864,Enugu,Male,2021-01-25,Product_10,Books,Supplier B,32466
2917,36,133,2023-10-27,1,47795,47795,47795,Enugu,Male,2022-06-16,Product_36,Books,Supplier D,47795
2918,73,323,2023-05-03,4,3842,15368,15368,Lagos,Female,2022-03-24,Product_73,Groceries,Supplier B,3842
2919,46,139,2021-11-03,2,25360,50720,50720,Kano,Female,2022-06-29,Product_46,Toys,Supplier C,25360
2920,32,121,2022-07-02,4,7559,30236,30236,Abuja,Female,2020-01-01,Product_32,Toys,Supplier A,7559
2921,32,94,2021-11-23,4,7559,30236,30236,Lagos,Female,2022-11-29,Product_32,Toys,Supplier A,7559
2922,6,452,2022-01-30,3,30720,92160,92160,Lagos,Male,2021-05-03,Product_6,Toys,Supplier A,30720
2923,48,453,2021-10-27,3,12439,37317,37317,Kano,Male,2020-02-16,Product_48,Toys,Supplier C,12439
2924,38,129,2023-01-19,2,8573,17146,17146,Kano,Male,2021-11-20,Product_38,Home,Supplier A,8573
2925,17,91,2021-10-12,1,11206,11206,11206,Abuja,Female,2022-06-17,Product_17,Electronics,Supplier A,11206
2926,74,92,2021-11-26,1,42346,42346,42346,Port Harcourt,Male,2020-08-30,Product_74,Toys,Supplier D,42346
2927,27,63,2021-02-19,4,26321,105284,105284,Kano,Male,2020-05-05,Product_27,Toys,Supplier A,26321
2928,54,29,2023-02-12,1,22010,22010,22010,Lagos,Male,2022-04-10,Product_54,Home,Supplier A,22010
2929,50,210,2022-01-13,3,22230,66690,66690,Abuja,Male,2021-07-03,Product_50,Fashion,Supplier D,22230
2930,35,12,2023-09-27,2,7991,15982,15982,Kano,Female,2021-11-12,Product_35,Electronics,Supplier A,7991
2931,85,333,2023-02-13,2,48351,96702,96702,Port Harcourt,Female,2020-01-07,Product_85,Fashion,Supplier C,48351
2932,25,297,2023-12-20,3,33839,101517,101517,Enugu,Female,2022-10-06,Product_25,Books,Supplier D,33839
2933,28,130,2023-05-18,2,27160,54320,54320,Lagos,Female,2020-01-10,Product_28,Groceries,Supplier D,27160
2934,15,293,2021-01-03,4,1507,6028,6028,Ibadan,Female,2022-11-08,Product_15,Books,Supplier D,1507
2935,4,173,2023-01-18,2,10677,21354,21354,Enugu,Male,2020-04-13,Product_4,Electronics,Supplier C,10677
2936,93,208,2021-10-02,1,34950,34950,34950,Ibadan,Male,2020-01-11,Product_93,Groceries,Supplier B,34950
2937,73,432,2021-08-03,2,3842,7684,7684,Port Harcourt,Male,2020-05-10,Product_73,Groceries,Supplier B,3842
2938,27,24,2021-11-25,2,26321,52642,52642,Abuja,Female,2020-08-01,Product_27,Toys,Supplier A,26321
2939,26,99,2021-09-12,3,35650,106950,106950,Lagos,Female,2021-04-12,Product_26,Fashion,Supplier C,35650
2940,19,406,2021-05-06,3,44986,134958,134958,Ibadan,Female,2021-11-06,Product_19,Electronics,Supplier C,44986
2941,92,356,2023-02-06,1,49401,49401,49401,Enugu,Male,2021-08-15,Product_92,Groceries,Supplier A,49401
2942,17,139,2021-08-05,3,11206,33618,33618,Kano,Female,2022-06-29,Product_17,Electronics,Supplier A,11206
2943,43,314,2023-04-12,1,2853,2853,2853,Ibadan,Female,2022-01-28,Product_43,Home,Supplier D,2853
2944,41,174,2021-07-01,4,11883,47532,47532,Enugu,Male,2022-11-28,Product_41,Groceries,Supplier D,11883
2945,42,29,2021-11-30,1,49646,49646,49646,Lagos,Male,2022-04-10,Product_42,Groceries,Supplier A,49646
2946,50,419,2022-05-26,2,22230,44460,44460,Enugu,Female,2020-12-30,Product_50,Fashion,Supplier D,22230
2947,84,496,2022-01-18,1,44913,44913,44913,Ibadan,Male,2021-02-17,Product_84,Home,Supplier A,44913
2948,40,143,2021-11-28,4,21453,85812,85812,Ibadan,Male,2021-01-10,Product_40,Groceries,Supplier B,21453
2949,39,316,2023-06-19,2,9577,19154,19154,Ibadan,Male,2020-11-23,Product_39,Fashion,Supplier A,9577
2950,23,351,2022-10-04,1,13781,13781,13781,Lagos,Male,2022-07-22,Product_23,Toys,Supplier C,13781
2951,96,42,2022-09-26,3,7924,23772,23772,Kano,Male,2021-04-18,Product_96,Books,Supplier B,7924
2952,52,489,2022-03-27,3,35696,107088,107088,Port Harcourt,Male,2021-12-22,Product_52,Books,Supplier D,35696
2953,47,299,2021-07-15,3,21695,65085,65085,Enugu,Female,2021-05-16,Product_47,Home,Supplier B,21695
2954,63,208,2022-04-03,1,45069,45069,45069,Ibadan,Male,2020-01-11,Product_63,Home,Supplier A,45069
2955,97,330,2023-04-10,1,13357,13357,13357,Enugu,Male,2022-01-04,Product_97,Toys,Supplier D,13357
2956,69,433,2021-09-14,4,24150,96600,96600,Lagos,Male,2020-04-17,Product_69,Fashion,Supplier C,24150
2957,43,192,2021-01-09,2,2853,5706,5706,Lagos,Male,2022-05-14,Product_43,Home,Supplier D,2853
2958,48,160,2023-01-31,2,12439,24878,24878,Ibadan,Male,2020-10-22,Product_48,Toys,Supplier C,12439
2959,34,64,2023-08-07,2,46039,92078,92078,Enugu,Male,2022-03-22,Product_34,Electronics,Supplier D,46039
2960,40,243,2023-12-19,2,21453,42906,42906,Lagos,Male,2022-07-24,Product_40,Groceries,Supplier B,21453
2961,75,258,2023-06-06,1,36112,36112,36112,Ibadan,Male,2021-10-01,Product_75,Electronics,Supplier C,36112
2962,61,152,2022-01-28,1,29741,29741,29741,Port Harcourt,Female,2022-04-30,Product_61,Toys,Supplier D,29741
2963,50,215,2022-02-03,4,22230,88920,88920,Lagos,Male,2020-10-28,Product_50,Fashion,Supplier D,22230
2964,67,322,2021-11-27,2,36624,73248,73248,Lagos,Male,2020-04-05,Product_67,Electronics,Supplier A,36624
2965,62,166,2022-04-25,1,31178,31178,31178,Port Harcourt,Female,2020-05-22,Product_62,Fashion,Supplier D,31178
2966,58,31,2021-05-14,1,47682,47682,47682,Kano,Female,2020-12-02,Product_58,Groceries,Supplier D,47682
2967,33,371,2023-07-05,1,18771,18771,18771,Port Harcourt,Male,2020-01-29,Product_33,Electronics,Supplier D,18771
2968,75,232,2023-07-24,1,36112,36112,36112,Ibadan,Female,2022-10-10,Product_75,Electronics,Supplier C,36112
2969,16,282,2021-12-21,2,5945,11890,11890,Port Harcourt,Male,2020-11-22,Product_16,Groceries,Supplier A,5945
2970,82,29,2022-08-07,2,12222,24444,24444,Lagos,Male,2022-04-10,Product_82,Home,Supplier A,12222
2971,94,195,2022-09-17,1,32696,32696,32696,Lagos,Male,2020-08-15,Product_94,Electronics,Supplier C,32696
2972,48,334,2021-10-17,3,12439,37317,37317,Kano,Male,2020-11-25,Product_48,Toys,Supplier C,12439
2973,10,256,2023-04-05,4,32466,129864,129864,Kano,Female,2021-02-21,Product_10,Books,Supplier B,32466
2974,82,281,2022-09-21,2,12222,24444,24444,Ibadan,Male,2021-07-14,Product_82,Home,Supplier A,12222
2975,38,304,2023-10-16,2,8573,17146,17146,Lagos,Female,2022-07-13,Product_38,Home,Supplier A,8573
2976,19,321,2022-09-24,3,44986,134958,134958,Kano,Male,2022-10-03,Product_19,Electronics,Supplier C,44986
2977,36,437,2021-11-23,2,47795,95590,95590,Ibadan,Female,2021-06-07,Product_36,Books,Supplier D,47795
2978,59,323,2021-07-29,3,28070,84210,84210,Lagos,Female,2022-03-24,Product_59,Home,Supplier C,28070
2979,63,346,2022-09-28,3,45069,135207,135207,Port Harcourt,Male,2021-12-07,Product_63,Home,Supplier A,45069
2980,77,402,2023-05-18,1,17982,17982,17982,Abuja,Male,2022-03-04,Product_77,Home,Supplier B,17982
2981,46,393,2022-03-04,2,25360,50720,50720,Enugu,Female,2022-06-24,Product_46,Toys,Supplier C,25360
2982,3,294,2022-01-28,4,33562,134248,134248,Kano,Female,2020-01-18,Product_3,Toys,Supplier C,33562
2983,74,87,2023-04-06,3,42346,127038,127038,Lagos,Male,2022-04-22,Product_74,Toys,Supplier D,42346
2984,65,149,2023-07-05,4,26529,106116,106116,Ibadan,Male,2022-03-08,Product_65,Electronics,Supplier C,26529
2985,91,249,2021-12-14,1,29102,29102,29102,Kano,Male,2022-07-25,Product_91,Toys,Supplier C,29102
2986,8,321,2021-02-19,2,1636,3272,3272,Kano,Male,2022-10-03,Product_8,Books,Supplier C,1636
2987,51,405,2023-07-05,1,21927,21927,21927,Port Harcourt,Female,2020-01-11,Product_51,Electronics,Supplier B,21927
2988,81,283,2023-11-17,1,3593,3593,3593,Port Harcourt,Male,2022-09-16,Product_81,Groceries,Supplier C,3593
2989,73,362,2023-08-26,4,3842,15368,15368,Port Harcourt,Male,2021-12-21,Product_73,Groceries,Supplier B,3842
2990,6,379,2023-03-11,4,30720,122880,122880,Abuja,Male,2022-07-22,Product_6,Toys,Supplier A,30720
2991,89,198,2023-10-14,3,39714,119142,119142,Ibadan,Female,2020-01-15,Product_89,Home,Supplier B,39714
2992,39,44,2022-10-11,2,9577,19154,19154,Kano,Male,2020-03-18,Product_39,Fashion,Supplier A,9577
2993,60,356,2021-10-28,1,27582,27582,27582,Enugu,Male,2021-08-15,Product_60,Groceries,Supplier D,27582
2994,28,28,2021-06-15,3,27160,81480,81480,Lagos,Female,2020-04-16,Product_28,Groceries,Supplier D,27160
2995,97,429,2021-11-12,3,13357,40071,40071,Enugu,Female,2020-02-11,Product_97,Toys,Supplier D,13357
2996,54,17,2021-01-01,1,22010,22010,22010,Enugu,Female,2021-06-07,Product_54,Home,Supplier A,22010
2997,37,127,2023-10-17,1,15359,15359,15359,Enugu,Male,2020-09-15,Product_37,Books,Supplier A,15359
2998,9,379,2021-03-04,3,35332,105996,105996,Abuja,Male,2022-07-22,Product_9,Electronics,Supplier A,35332
2999,82,168,2022-04-28,1,12222,12222,12222,Ibadan,Female,2021-10-26,Product_82,Home,Supplier A,12222
3000,56,244,2021-08-10,1,8313,8313,8313,Lagos,Female,2021-10-22,Product_56,Groceries,Supplier A,8313
3001,59,387,2021-06-01,4,28070,112280,112280,Abuja,Male,2021-12-31,Product_59,Home,Supplier C,28070
3002,85,76,2022-10-06,2,48351,96702,96702,Port Harcourt,Male,2022-01-17,Product_85,Fashion,Supplier C,48351
3003,2,231,2022-09-18,3,26623,79869,79869,Enugu,Female,2021-08-26,Product_2,Groceries,Supplier D,26623
3004,61,204,2021-08-05,1,29741,29741,29741,Enugu,Female,2021-09-18,Product_61,Toys,Supplier D,29741
3005,58,450,2021-07-15,3,47682,143046,143046,Enugu,Male,2021-12-10,Product_58,Groceries,Supplier D,47682
3006,60,248,2023-09-22,2,27582,55164,55164,Port Harcourt,Female,2020-04-26,Product_60,Groceries,Supplier D,27582
3007,40,302,2023-10-12,3,21453,64359,64359,Lagos,Female,2022-08-04,Product_40,Groceries,Supplier B,21453
3008,36,214,2022-10-09,3,47795,143385,143385,Lagos,Female,2020-12-11,Product_36,Books,Supplier D,47795
3009,37,215,2022-12-09,3,15359,46077,46077,Lagos,Male,2020-10-28,Product_37,Books,Supplier A,15359
3010,79,158,2023-12-17,4,47266,189064,189064,Kano,Female,2020-03-29,Product_79,Fashion,Supplier C,47266
3011,92,69,2022-12-23,2,49401,98802,98802,Abuja,Female,2020-08-20,Product_92,Groceries,Supplier A,49401
3012,18,393,2022-10-02,2,48017,96034,96034,Enugu,Female,2022-06-24,Product_18,Toys,Supplier C,48017
3013,98,85,2021-04-16,3,45423,136269,136269,Enugu,Female,2021-09-15,Product_98,Groceries,Supplier B,45423
3014,63,267,2021-06-14,3,45069,135207,135207,Lagos,Male,2020-10-11,Product_63,Home,Supplier A,45069
3015,22,69,2021-08-03,2,42707,85414,85414,Abuja,Female,2020-08-20,Product_22,Toys,Supplier D,42707
3016,11,99,2023-12-31,1,7509,7509,7509,Lagos,Female,2021-04-12,Product_11,Electronics,Supplier D,7509
3017,58,347,2021-03-31,4,47682,190728,190728,Kano,Male,2021-04-15,Product_58,Groceries,Supplier D,47682
3018,57,497,2023-05-24,2,32098,64196,64196,Abuja,Female,2020-09-07,Product_57,Toys,Supplier B,32098
3019,77,450,2022-08-31,3,17982,53946,53946,Enugu,Male,2021-12-10,Product_77,Home,Supplier B,17982
3020,4,216,2021-12-15,1,10677,10677,10677,Kano,Male,2020-12-28,Product_4,Electronics,Supplier C,10677
3021,86,415,2023-06-13,1,28587,28587,28587,Enugu,Female,2021-02-09,Product_86,Fashion,Supplier C,28587
3022,7,161,2021-09-03,1,10382,10382,10382,Abuja,Male,2021-09-07,Product_7,Groceries,Supplier A,10382
3023,61,423,2021-09-29,4,29741,118964,118964,Abuja,Male,2020-03-13,Product_61,Toys,Supplier D,29741
3024,54,94,2022-02-07,4,22010,88040,88040,Lagos,Female,2022-11-29,Product_54,Home,Supplier A,22010
3025,88,174,2023-11-06,2,34256,68512,68512,Enugu,Male,2022-11-28,Product_88,Electronics,Supplier B,34256
3026,68,165,2023-08-19,2,14788,29576,29576,Lagos,Male,2021-07-28,Product_68,Electronics,Supplier A,14788
3027,92,115,2023-06-17,2,49401,98802,98802,Abuja,Male,2021-12-24,Product_92,Groceries,Supplier A,49401
3028,79,220,2023-12-16,2,47266,94532,94532,Ibadan,Male,2022-08-15,Product_79,Fashion,Supplier C,47266
3029,1,444,2021-10-11,3,27088,81264,81264,Kano,Female,2020-01-12,Product_1,Books,Supplier A,27088
